1.21797720e-02, 4.36396820e-02, 1.69662665e-01, 6.73776070e-01, 2.69053553e+00, 1.07373518e+01, 4.29867496e+01, 7.15770360e+02
1.79213490e-02, 6.96782350e-02, 2.78122721e-01, 1.11373803e+00, 4.47090765e+00, 1.78732343e+01, 1.05654820e+02, 3.03659506e+02
4.72589160e-01, 5.23221082e-01, 7.42119497e-01, 6.45336848e-01, 1.27842048e+00, 4.66651727e+00, 1.46408333e+01, 7.17770875e+01
4.71388493e-01, 5.22713041e-01, 7.39739812e-01, 5.86344217e-01, 1.18910865e+00, 4.90135254e+00, 1.61848504e+01, 7.95831520e+01
3.39848300e-03, 5.42972400e-03, 1.60233080e-02, 8.60480030e-02, 2.73788356e-01, 1.26387722e+00, 6.16911222e+00, 2.83238549e+01
3.36002100e-03, 5.73475500e-03, 1.60815710e-02, 6.74715360e-02, 2.44343069e-01, 1.22467659e+00, 6.17061874e+00, 2.78972474e+01
6.35268472e+00, 2.22045820e+00, 9.40555994e-01, 4.82907743e-01, 2.25565248e-01, 9.83327480e-02, 5.17428989e-02, 2.53148515e-02
5.92175829e+00, 2.58297242e+00, 1.14189452e+00, 4.64263281e-01, 2.16827838e-01, 1.03914931e-01, 5.54304100e-02, 2.62135389e-02
5.25652177e+00, 2.62826088e+00, 1.31413044e+00, 6.57065221e-01, 3.28532611e-01, 1.64266305e-01, 8.21331527e-02, 4.10665763e-02

